track_id,genre_id,genre_title,genre_parent_id
56520,103,Singer-Songwriter,17.0
56521,103,Singer-Songwriter,17.0
56552,53,Noise-Rock,45.0
56552,101,Death-Metal,31.0
56559,53,Noise-Rock,45.0
56559,101,Death-Metal,31.0
56645,404,Surf,85.0
56646,404,Surf,85.0
56648,404,Surf,85.0
56649,404,Surf,85.0
56650,404,Surf,85.0
56651,404,Surf,85.0
56686,79,Reggae - Dub,2.0
56687,79,Reggae - Dub,2.0
56688,79,Reggae - Dub,2.0
56689,79,Reggae - Dub,2.0
56690,79,Reggae - Dub,2.0
56691,79,Reggae - Dub,2.0
56692,79,Reggae - Dub,2.0
56693,79,Reggae - Dub,2.0
56694,79,Reggae - Dub,2.0
56695,79,Reggae - Dub,2.0
56696,79,Reggae - Dub,2.0
56874,42,Ambient Electronic,15.0
56874,400,Chill-out,182.0
56888,41,Electroacoustic,38.0
56929,25,Punk,12.0
56929,71,No Wave,25.0
57164,94,Freak-Folk,17.0
57175,94,Freak-Folk,17.0
57176,94,Freak-Folk,17.0
57177,94,Freak-Folk,17.0
57178,76,Experimental Pop,10.0
57179,76,Experimental Pop,10.0
57180,76,Experimental Pop,10.0
57271,456,Minimalism,38.0
57271,514,Sound Art,38.0
57272,456,Minimalism,38.0
57272,514,Sound Art,38.0
57273,456,Minimalism,38.0
57273,514,Sound Art,38.0
57274,456,Minimalism,38.0
57274,514,Sound Art,38.0
57344,32,Noise,38.0
57360,1,Avant-Garde,38.0
57360,125,Unclassifiable,38.0
57371,538,Compilation,18.0
57417,181,Techno,15.0
57417,183,Glitch,15.0
57417,236,IDM,15.0
57418,538,Compilation,18.0
57435,76,Experimental Pop,10.0
57437,76,Experimental Pop,10.0
57439,76,Experimental Pop,10.0
57500,25,Punk,12.0
57500,85,Garage,12.0
57500,111,Power-Pop,25.0
57540,297,Chip Music,15.0
57569,25,Punk,12.0
57569,85,Garage,12.0
57626,41,Electroacoustic,38.0
57626,514,Sound Art,38.0
57627,41,Electroacoustic,38.0
57627,514,Sound Art,38.0
57628,41,Electroacoustic,38.0
57628,514,Sound Art,38.0
57629,41,Electroacoustic,38.0
57629,514,Sound Art,38.0
57630,41,Electroacoustic,38.0
57630,514,Sound Art,38.0
57639,33,Psych-Folk,17.0
57639,103,Singer-Songwriter,17.0
57640,33,Psych-Folk,17.0
57640,103,Singer-Songwriter,17.0
57648,33,Psych-Folk,17.0
57648,103,Singer-Songwriter,17.0
57658,66,Indie-Rock,12.0
57658,85,Garage,12.0
57658,111,Power-Pop,25.0
57661,66,Indie-Rock,12.0
57661,85,Garage,12.0
57661,111,Power-Pop,25.0
57662,66,Indie-Rock,12.0
57662,85,Garage,12.0
57662,111,Power-Pop,25.0
57663,66,Indie-Rock,12.0
57663,85,Garage,12.0
57663,111,Power-Pop,25.0
57665,92,African,2.0
57691,92,African,2.0
57697,92,African,2.0
57697,602,Reggae - Dancehall,79.0
57819,811,Hip-Hop Beats,21.0
57820,811,Hip-Hop Beats,21.0
57821,811,Hip-Hop Beats,21.0
57822,811,Hip-Hop Beats,21.0
57823,811,Hip-Hop Beats,21.0
57891,27,Lo-Fi,12.0
57891,101,Death-Metal,31.0
57891,439,Grindcore,31.0
57892,27,Lo-Fi,12.0
57892,101,Death-Metal,31.0
57892,439,Grindcore,31.0
57936,763,Holiday,763.0
57937,763,Holiday,763.0
57938,763,Holiday,763.0
57939,763,Holiday,763.0
57939,1193,Christmas,763.0
57943,763,Holiday,763.0
57943,1193,Christmas,763.0
57968,25,Punk,12.0
57968,64,Electro-Punk,25.0
57968,70,Industrial,12.0
58052,1,Avant-Garde,38.0
58052,32,Noise,38.0
58053,1,Avant-Garde,38.0
58053,32,Noise,38.0
58054,1,Avant-Garde,38.0
58054,32,Noise,38.0
58060,1,Avant-Garde,38.0
58060,32,Noise,38.0
58061,1,Avant-Garde,38.0
58061,32,Noise,38.0
58063,1,Avant-Garde,38.0
58063,32,Noise,38.0
58068,30,Field Recordings,38.0
58068,224,Sound Collage,38.0
58070,30,Field Recordings,38.0
58070,224,Sound Collage,38.0
58135,49,Free-Folk,17.0
58135,103,Singer-Songwriter,17.0
58140,49,Free-Folk,17.0
58140,103,Singer-Songwriter,17.0
58161,362,Synth Pop,10.0
58162,362,Synth Pop,10.0
58164,362,Synth Pop,10.0
58166,362,Synth Pop,10.0
58169,362,Synth Pop,10.0
58170,362,Synth Pop,10.0
58173,362,Synth Pop,10.0
58174,362,Synth Pop,10.0
58225,27,Lo-Fi,12.0
58225,89,Post-Punk,25.0
58225,111,Power-Pop,25.0
58333,31,Metal,12.0
58334,31,Metal,12.0
58341,495,Downtempo,15.0
59078,27,Lo-Fi,12.0
59078,66,Indie-Rock,12.0
59373,25,Punk,12.0
59373,85,Garage,12.0
59373,404,Surf,85.0
59374,25,Punk,12.0
59374,85,Garage,12.0
59374,404,Surf,85.0
59443,76,Experimental Pop,10.0
59443,362,Synth Pop,10.0
59445,76,Experimental Pop,10.0
59445,362,Synth Pop,10.0
59446,76,Experimental Pop,10.0
59446,362,Synth Pop,10.0
59448,76,Experimental Pop,10.0
59448,362,Synth Pop,10.0
59449,76,Experimental Pop,10.0
59449,362,Synth Pop,10.0
59451,76,Experimental Pop,10.0
59451,362,Synth Pop,10.0
59454,76,Experimental Pop,10.0
59454,362,Synth Pop,10.0
59561,25,Punk,12.0
59561,88,New Wave,12.0
59561,111,Power-Pop,25.0
59562,25,Punk,12.0
59562,89,Post-Punk,25.0
59581,77,French,2.0
59653,118,Balkan,2.0
59654,118,Balkan,2.0
59656,118,Balkan,2.0
59657,118,Balkan,2.0
59658,118,Balkan,2.0
59659,118,Balkan,2.0
59660,130,Europe,2.0
59663,130,Europe,2.0
59664,130,Europe,2.0
59666,130,Europe,2.0
59667,130,Europe,2.0
59669,118,Balkan,2.0
59671,118,Balkan,2.0
59673,118,Balkan,2.0
59675,118,Balkan,2.0
59676,118,Balkan,2.0
59677,118,Balkan,2.0
59683,118,Balkan,2.0
59683,232,Flamenco,2.0
59684,118,Balkan,2.0
59684,232,Flamenco,2.0
59685,118,Balkan,2.0
59685,232,Flamenco,2.0
59686,118,Balkan,2.0
59686,232,Flamenco,2.0
59687,118,Balkan,2.0
59687,232,Flamenco,2.0
59688,118,Balkan,2.0
59688,232,Flamenco,2.0
59711,118,Balkan,2.0
59718,118,Balkan,2.0
59823,224,Sound Collage,38.0
59930,456,Minimalism,38.0
60037,214,North African,92.0
60038,214,North African,92.0
60041,214,North African,92.0
60042,214,North African,92.0
60045,214,North African,92.0
60048,214,North African,92.0
60074,32,Noise,38.0
60074,247,Musique Concrete,38.0
60143,118,Balkan,2.0
60144,118,Balkan,2.0
60145,118,Balkan,2.0
60146,118,Balkan,2.0
60170,33,Psych-Folk,17.0
60317,1,Avant-Garde,38.0
60317,22,Audio Collage,38.0
60317,32,Noise,38.0
60331,1,Avant-Garde,38.0
60331,32,Noise,38.0
60533,524,Romany (Gypsy),130.0
60534,524,Romany (Gypsy),130.0
60535,524,Romany (Gypsy),130.0
60536,524,Romany (Gypsy),130.0
60537,524,Romany (Gypsy),130.0
60544,118,Balkan,2.0
60547,118,Balkan,2.0
60548,118,Balkan,2.0
60549,118,Balkan,2.0
60736,25,Punk,12.0
60736,404,Surf,85.0
60753,118,Balkan,2.0
60753,130,Europe,2.0
60754,118,Balkan,2.0
60754,130,Europe,2.0
60755,118,Balkan,2.0
60755,130,Europe,2.0
60756,118,Balkan,2.0
60756,130,Europe,2.0
60757,118,Balkan,2.0
60757,130,Europe,2.0
60758,118,Balkan,2.0
60758,130,Europe,2.0
60775,130,Europe,2.0
60776,130,Europe,2.0
60777,130,Europe,2.0
60857,118,Balkan,2.0
60864,118,Balkan,2.0
60865,118,Balkan,2.0
60871,130,Europe,2.0
60871,741,Klezmer,130.0
60872,130,Europe,2.0
60872,741,Klezmer,130.0
60873,130,Europe,2.0
60873,741,Klezmer,130.0
60874,130,Europe,2.0
60874,741,Klezmer,130.0
60875,130,Europe,2.0
60875,741,Klezmer,130.0
61159,539,Rap,21.0
61160,539,Rap,21.0
61161,811,Hip-Hop Beats,21.0
61172,539,Rap,21.0
61174,539,Rap,21.0
61175,539,Rap,21.0
61491,66,Indie-Rock,12.0
61491,98,Progressive,12.0
61492,66,Indie-Rock,12.0
61492,98,Progressive,12.0
61493,66,Indie-Rock,12.0
61493,98,Progressive,12.0
61587,76,Experimental Pop,10.0
61589,76,Experimental Pop,10.0
61591,76,Experimental Pop,10.0
61592,76,Experimental Pop,10.0
61734,76,Experimental Pop,10.0
61736,76,Experimental Pop,10.0
61742,76,Experimental Pop,10.0
61814,98,Progressive,12.0
61814,361,Thrash,109.0
61820,98,Progressive,12.0
61820,361,Thrash,109.0
61821,98,Progressive,12.0
61821,361,Thrash,109.0
62003,18,Soundtrack,1235.0
62005,18,Soundtrack,1235.0
62007,18,Soundtrack,1235.0
62163,362,Synth Pop,10.0
62164,362,Synth Pop,10.0
62165,362,Synth Pop,10.0
62180,107,Ambient,1235.0
62183,81,Afrobeat,92.0
62183,92,African,2.0
62184,81,Afrobeat,92.0
62184,92,African,2.0
62185,81,Afrobeat,92.0
62185,92,African,2.0
62186,81,Afrobeat,92.0
62186,92,African,2.0
62187,81,Afrobeat,92.0
62187,92,African,2.0
62188,81,Afrobeat,92.0
62188,92,African,2.0
62189,81,Afrobeat,92.0
62189,92,African,2.0
62190,81,Afrobeat,92.0
62190,92,African,2.0
62191,81,Afrobeat,92.0
62191,92,African,2.0
62192,81,Afrobeat,92.0
62192,92,African,2.0
62193,81,Afrobeat,92.0
62193,92,African,2.0
62194,81,Afrobeat,92.0
62194,92,African,2.0
62195,81,Afrobeat,92.0
62195,92,African,2.0
62196,81,Afrobeat,92.0
62196,92,African,2.0
62445,111,Power-Pop,25.0
62445,359,Shoegaze,12.0
62450,76,Experimental Pop,10.0
62452,76,Experimental Pop,10.0
62458,66,Indie-Rock,12.0
62458,111,Power-Pop,25.0
62525,79,Reggae - Dub,2.0
62525,602,Reggae - Dancehall,79.0
62526,79,Reggae - Dub,2.0
62526,602,Reggae - Dancehall,79.0
62527,79,Reggae - Dub,2.0
62527,602,Reggae - Dancehall,79.0
62528,79,Reggae - Dub,2.0
62528,602,Reggae - Dancehall,79.0
62529,79,Reggae - Dub,2.0
62529,602,Reggae - Dancehall,79.0
62531,79,Reggae - Dub,2.0
62531,602,Reggae - Dancehall,79.0
62532,79,Reggae - Dub,2.0
62532,602,Reggae - Dancehall,79.0
62533,79,Reggae - Dub,2.0
62533,602,Reggae - Dancehall,79.0
62534,79,Reggae - Dub,2.0
62534,602,Reggae - Dancehall,79.0
62586,58,Psych-Rock,12.0
62586,113,Space-Rock,26.0
62589,81,Afrobeat,92.0
62591,81,Afrobeat,92.0
62592,81,Afrobeat,92.0
62594,81,Afrobeat,92.0
62595,81,Afrobeat,92.0
62596,81,Afrobeat,92.0
62655,25,Punk,12.0
62655,109,Hardcore,25.0
62671,42,Ambient Electronic,15.0
62671,468,Dubstep,15.0
62748,362,Synth Pop,10.0
62749,362,Synth Pop,10.0
62750,362,Synth Pop,10.0
62751,362,Synth Pop,10.0
62753,362,Synth Pop,10.0
63043,66,Indie-Rock,12.0
63043,89,Post-Punk,25.0
63044,66,Indie-Rock,12.0
63044,89,Post-Punk,25.0
63045,66,Indie-Rock,12.0
63045,89,Post-Punk,25.0
63064,468,Dubstep,15.0
63065,468,Dubstep,15.0
63117,25,Punk,12.0
63117,90,Sludge,53.0
63117,439,Grindcore,31.0
63149,22,Audio Collage,38.0
63159,22,Audio Collage,38.0
63161,22,Audio Collage,38.0
63287,18,Soundtrack,1235.0
63289,18,Soundtrack,1235.0
63290,18,Soundtrack,1235.0
63291,18,Soundtrack,1235.0
63292,18,Soundtrack,1235.0
63470,31,Metal,12.0
63470,167,Black-Metal,31.0
63471,31,Metal,12.0
63471,167,Black-Metal,31.0
63472,31,Metal,12.0
63472,167,Black-Metal,31.0
63655,42,Ambient Electronic,15.0
63922,58,Psych-Rock,12.0
63922,66,Indie-Rock,12.0
63922,113,Space-Rock,26.0
63936,1,Avant-Garde,38.0
63936,32,Noise,38.0
64035,66,Indie-Rock,12.0
64035,111,Power-Pop,25.0
64078,47,Drone,38.0
64247,1,Avant-Garde,38.0
64248,1,Avant-Garde,38.0
64249,1,Avant-Garde,38.0
64252,1,Avant-Garde,38.0
64253,1,Avant-Garde,38.0
64331,182,House,15.0
64331,296,Dance,15.0
64332,182,House,15.0
64332,296,Dance,15.0
64333,182,House,15.0
64333,296,Dance,15.0
64334,182,House,15.0
64334,296,Dance,15.0
64407,79,Reggae - Dub,2.0
64408,79,Reggae - Dub,2.0
64409,79,Reggae - Dub,2.0
64410,79,Reggae - Dub,2.0
64535,337,Drum & Bass,15.0
64535,468,Dubstep,15.0
64536,337,Drum & Bass,15.0
64536,468,Dubstep,15.0
64537,337,Drum & Bass,15.0
64537,468,Dubstep,15.0
64538,337,Drum & Bass,15.0
64538,468,Dubstep,15.0
64542,468,Dubstep,15.0
64553,33,Psych-Folk,17.0
64556,33,Psych-Folk,17.0
64567,26,Post-Rock,12.0
64567,98,Progressive,12.0
64590,46,Latin America,2.0
64590,808,Salsa,46.0
64591,46,Latin America,2.0
64591,808,Salsa,46.0
64592,46,Latin America,2.0
64592,808,Salsa,46.0
64593,46,Latin America,2.0
64593,808,Salsa,46.0
64594,32,Noise,38.0
64594,456,Minimalism,38.0
64601,32,Noise,38.0
64601,456,Minimalism,38.0
64604,32,Noise,38.0
64604,456,Minimalism,38.0
64618,42,Ambient Electronic,15.0
64625,811,Hip-Hop Beats,21.0
64626,811,Hip-Hop Beats,21.0
64627,811,Hip-Hop Beats,21.0
64628,811,Hip-Hop Beats,21.0
64629,811,Hip-Hop Beats,21.0
64630,811,Hip-Hop Beats,21.0
64631,811,Hip-Hop Beats,21.0
64659,26,Post-Rock,12.0
64659,66,Indie-Rock,12.0
64787,76,Experimental Pop,10.0
64788,76,Experimental Pop,10.0
64789,76,Experimental Pop,10.0
64809,103,Singer-Songwriter,17.0
64854,247,Musique Concrete,38.0
64855,247,Musique Concrete,38.0
64856,247,Musique Concrete,38.0
64857,247,Musique Concrete,38.0
64858,247,Musique Concrete,38.0
64859,247,Musique Concrete,38.0
64860,247,Musique Concrete,38.0
64861,247,Musique Concrete,38.0
64862,247,Musique Concrete,38.0
64893,30,Field Recordings,38.0
64893,456,Minimalism,38.0
64895,30,Field Recordings,38.0
64895,456,Minimalism,38.0
64896,30,Field Recordings,38.0
64896,456,Minimalism,38.0
64918,25,Punk,12.0
64918,64,Electro-Punk,25.0
64919,25,Punk,12.0
64919,64,Electro-Punk,25.0
64988,811,Hip-Hop Beats,21.0
64989,811,Hip-Hop Beats,21.0
64990,811,Hip-Hop Beats,21.0
64991,811,Hip-Hop Beats,21.0
64992,811,Hip-Hop Beats,21.0
64993,811,Hip-Hop Beats,21.0
64994,811,Hip-Hop Beats,21.0
64995,811,Hip-Hop Beats,21.0
65037,468,Dubstep,15.0
65038,468,Dubstep,15.0
65039,468,Dubstep,15.0
65040,468,Dubstep,15.0
65063,240,Chiptune,297.0
65063,297,Chip Music,15.0
65064,240,Chiptune,297.0
65064,297,Chip Music,15.0
65073,236,IDM,15.0
65073,468,Dubstep,15.0
65076,79,Reggae - Dub,2.0
65077,79,Reggae - Dub,2.0
65090,30,Field Recordings,38.0
65234,30,Field Recordings,38.0
65234,456,Minimalism,38.0
65265,250,Improv,38.0
65488,42,Ambient Electronic,15.0
65488,495,Downtempo,15.0
65619,64,Electro-Punk,25.0
65619,66,Indie-Rock,12.0
65752,539,Rap,21.0
65777,468,Dubstep,15.0
65779,468,Dubstep,15.0
65780,468,Dubstep,15.0
66058,103,Singer-Songwriter,17.0
66073,42,Ambient Electronic,15.0
66074,42,Ambient Electronic,15.0
66075,42,Ambient Electronic,15.0
66076,42,Ambient Electronic,15.0
66180,103,Singer-Songwriter,17.0
66187,103,Singer-Songwriter,17.0
66390,42,Ambient Electronic,15.0
66390,181,Techno,15.0
66390,296,Dance,15.0
66405,31,Metal,12.0
66469,1,Avant-Garde,38.0
66469,32,Noise,38.0
66469,41,Electroacoustic,38.0
66469,186,Sound Poetry,38.0
66469,224,Sound Collage,38.0
66482,1,Avant-Garde,38.0
66482,32,Noise,38.0
66482,41,Electroacoustic,38.0
66482,186,Sound Poetry,38.0
66482,224,Sound Collage,38.0
66483,1,Avant-Garde,38.0
66483,32,Noise,38.0
66483,41,Electroacoustic,38.0
66483,186,Sound Poetry,38.0
66483,224,Sound Collage,38.0
66525,107,Ambient,1235.0
66534,27,Lo-Fi,12.0
66534,404,Surf,85.0
66535,27,Lo-Fi,12.0
66535,404,Surf,85.0
66536,27,Lo-Fi,12.0
66536,404,Surf,85.0
66537,27,Lo-Fi,12.0
66537,404,Surf,85.0
66538,27,Lo-Fi,12.0
66538,404,Surf,85.0
66539,27,Lo-Fi,12.0
66539,404,Surf,85.0
66636,42,Ambient Electronic,15.0
66636,468,Dubstep,15.0
66637,42,Ambient Electronic,15.0
66637,468,Dubstep,15.0
66638,42,Ambient Electronic,15.0
66638,468,Dubstep,15.0
66689,42,Ambient Electronic,15.0
66689,236,IDM,15.0
66690,42,Ambient Electronic,15.0
66690,236,IDM,15.0
66717,71,No Wave,25.0
66717,89,Post-Punk,25.0
66757,18,Soundtrack,1235.0
67007,76,Experimental Pop,10.0
67010,76,Experimental Pop,10.0
67163,36,Krautrock,12.0
67163,58,Psych-Rock,12.0
67330,76,Experimental Pop,10.0
67331,76,Experimental Pop,10.0
67332,76,Experimental Pop,10.0
67333,76,Experimental Pop,10.0
67334,76,Experimental Pop,10.0
67336,76,Experimental Pop,10.0
67357,76,Experimental Pop,10.0
67358,76,Experimental Pop,10.0
67359,76,Experimental Pop,10.0
67360,76,Experimental Pop,10.0
67361,76,Experimental Pop,10.0
67362,76,Experimental Pop,10.0
67363,76,Experimental Pop,10.0
67364,76,Experimental Pop,10.0
67365,76,Experimental Pop,10.0
67366,76,Experimental Pop,10.0
67367,76,Experimental Pop,10.0
67368,76,Experimental Pop,10.0
67412,25,Punk,12.0
67412,89,Post-Punk,25.0
67457,1,Avant-Garde,38.0
67500,32,Noise,38.0
67556,98,Progressive,12.0
67557,98,Progressive,12.0
67558,98,Progressive,12.0
67637,468,Dubstep,15.0
67638,468,Dubstep,15.0
67639,468,Dubstep,15.0
67640,468,Dubstep,15.0
67660,66,Indie-Rock,12.0
67660,113,Space-Rock,26.0
67661,66,Indie-Rock,12.0
67661,113,Space-Rock,26.0
67673,26,Post-Rock,12.0
67673,98,Progressive,12.0
67707,41,Electroacoustic,38.0
67760,76,Experimental Pop,10.0
67829,41,Electroacoustic,38.0
68404,25,Punk,12.0
68407,125,Unclassifiable,38.0
68410,125,Unclassifiable,38.0
68536,30,Field Recordings,38.0
68537,30,Field Recordings,38.0
68538,30,Field Recordings,38.0
68539,30,Field Recordings,38.0
68540,30,Field Recordings,38.0
68541,30,Field Recordings,38.0
68543,30,Field Recordings,38.0
68549,30,Field Recordings,38.0
68551,30,Field Recordings,38.0
68573,30,Field Recordings,38.0
68579,30,Field Recordings,38.0
68582,42,Ambient Electronic,15.0
68587,42,Ambient Electronic,15.0
68592,100,Alternative Hip-Hop,21.0
68600,100,Alternative Hip-Hop,21.0
68601,100,Alternative Hip-Hop,21.0
68680,42,Ambient Electronic,15.0
68680,184,Minimal Electronic,15.0
68682,42,Ambient Electronic,15.0
68682,184,Minimal Electronic,15.0
68683,42,Ambient Electronic,15.0
68683,184,Minimal Electronic,15.0
68820,109,Hardcore,25.0
68820,361,Thrash,109.0
68821,109,Hardcore,25.0
68821,361,Thrash,109.0
68869,32,Noise,38.0
68872,32,Noise,38.0
68875,32,Noise,38.0
68891,400,Chill-out,182.0
68892,400,Chill-out,182.0
68893,400,Chill-out,182.0
68894,400,Chill-out,182.0
68895,400,Chill-out,182.0
68896,400,Chill-out,182.0
68897,400,Chill-out,182.0
68898,400,Chill-out,182.0
68899,400,Chill-out,182.0
68909,314,Goth,12.0
69001,30,Field Recordings,38.0
69002,30,Field Recordings,38.0
69170,468,Dubstep,15.0
69170,495,Downtempo,15.0
69181,76,Experimental Pop,10.0
69182,76,Experimental Pop,10.0
69188,76,Experimental Pop,10.0
69193,182,House,15.0
69193,296,Dance,15.0
69193,400,Chill-out,182.0
69194,182,House,15.0
69194,296,Dance,15.0
69194,400,Chill-out,182.0
69195,182,House,15.0
69195,296,Dance,15.0
69195,400,Chill-out,182.0
69196,182,House,15.0
69196,296,Dance,15.0
69196,400,Chill-out,182.0
69197,182,House,15.0
69197,296,Dance,15.0
69197,400,Chill-out,182.0
69198,182,House,15.0
69198,296,Dance,15.0
69198,400,Chill-out,182.0
69199,182,House,15.0
69199,296,Dance,15.0
69199,400,Chill-out,182.0
69200,182,House,15.0
69200,296,Dance,15.0
69200,400,Chill-out,182.0
69201,182,House,15.0
69201,296,Dance,15.0
69201,400,Chill-out,182.0
69202,182,House,15.0
69202,296,Dance,15.0
69202,400,Chill-out,182.0
69203,182,House,15.0
69203,296,Dance,15.0
69203,400,Chill-out,182.0
69204,182,House,15.0
69204,296,Dance,15.0
69204,400,Chill-out,182.0
69205,182,House,15.0
69205,296,Dance,15.0
69205,400,Chill-out,182.0
69206,182,House,15.0
69206,296,Dance,15.0
69206,400,Chill-out,182.0
69207,182,House,15.0
69207,296,Dance,15.0
69207,400,Chill-out,182.0
69208,182,House,15.0
69208,296,Dance,15.0
69208,400,Chill-out,182.0
69209,182,House,15.0
69209,296,Dance,15.0
69209,400,Chill-out,182.0
69210,182,House,15.0
69210,296,Dance,15.0
69210,400,Chill-out,182.0
69211,182,House,15.0
69211,296,Dance,15.0
69211,400,Chill-out,182.0
69221,468,Dubstep,15.0
69222,468,Dubstep,15.0
69223,468,Dubstep,15.0
69303,41,Electroacoustic,38.0
69303,47,Drone,38.0
69567,49,Free-Folk,17.0
69723,88,New Wave,12.0
69723,90,Sludge,53.0
69726,88,New Wave,12.0
69726,90,Sludge,53.0
69727,88,New Wave,12.0
69727,90,Sludge,53.0
69732,236,IDM,15.0
69744,76,Experimental Pop,10.0
69745,76,Experimental Pop,10.0
69746,76,Experimental Pop,10.0
69747,76,Experimental Pop,10.0
69781,25,Punk,12.0
69781,111,Power-Pop,25.0
69784,41,Electroacoustic,38.0
69785,41,Electroacoustic,38.0
69787,41,Electroacoustic,38.0
69788,41,Electroacoustic,38.0
69789,41,Electroacoustic,38.0
69791,41,Electroacoustic,38.0
69792,41,Electroacoustic,38.0
69793,41,Electroacoustic,38.0
69798,41,Electroacoustic,38.0
69822,539,Rap,21.0
69823,539,Rap,21.0
69824,539,Rap,21.0
69825,539,Rap,21.0
69826,539,Rap,21.0
69827,539,Rap,21.0
69828,539,Rap,21.0
69947,25,Punk,12.0
69947,111,Power-Pop,25.0
69949,25,Punk,12.0
69949,111,Power-Pop,25.0
70002,250,Improv,38.0
70005,250,Improv,38.0
70174,1,Avant-Garde,38.0
70206,539,Rap,21.0
70207,539,Rap,21.0
70208,539,Rap,21.0
70299,286,Trip-Hop,15.0
70299,400,Chill-out,182.0
70299,495,Downtempo,15.0
70300,286,Trip-Hop,15.0
70300,400,Chill-out,182.0
70300,495,Downtempo,15.0
70301,286,Trip-Hop,15.0
70301,400,Chill-out,182.0
70301,495,Downtempo,15.0
70302,286,Trip-Hop,15.0
70302,400,Chill-out,182.0
70302,495,Downtempo,15.0
70303,286,Trip-Hop,15.0
70303,400,Chill-out,182.0
70303,495,Downtempo,15.0
70402,27,Lo-Fi,12.0
70403,26,Post-Rock,12.0
70409,27,Lo-Fi,12.0
70409,89,Post-Punk,25.0
70768,542,Breakbeat,21.0
70770,542,Breakbeat,21.0
70772,542,Breakbeat,21.0
70773,542,Breakbeat,21.0
70774,542,Breakbeat,21.0
70775,542,Breakbeat,21.0
70813,439,Grindcore,31.0
70873,76,Experimental Pop,10.0
70875,76,Experimental Pop,10.0
70878,76,Experimental Pop,10.0
70879,76,Experimental Pop,10.0
71096,183,Glitch,15.0
71096,236,IDM,15.0
71133,33,Psych-Folk,17.0
71172,811,Hip-Hop Beats,21.0
71173,811,Hip-Hop Beats,21.0
71174,811,Hip-Hop Beats,21.0
71175,811,Hip-Hop Beats,21.0
71216,100,Alternative Hip-Hop,21.0
71225,100,Alternative Hip-Hop,21.0
71228,100,Alternative Hip-Hop,21.0
71230,100,Alternative Hip-Hop,21.0
71231,100,Alternative Hip-Hop,21.0
71240,100,Alternative Hip-Hop,21.0
71241,100,Alternative Hip-Hop,21.0
71242,100,Alternative Hip-Hop,21.0
71243,100,Alternative Hip-Hop,21.0
71244,100,Alternative Hip-Hop,21.0
71245,100,Alternative Hip-Hop,21.0
71246,100,Alternative Hip-Hop,21.0
71247,100,Alternative Hip-Hop,21.0
71248,100,Alternative Hip-Hop,21.0
71249,100,Alternative Hip-Hop,21.0
71250,100,Alternative Hip-Hop,21.0
71251,100,Alternative Hip-Hop,21.0
71252,100,Alternative Hip-Hop,21.0
71253,100,Alternative Hip-Hop,21.0
71254,100,Alternative Hip-Hop,21.0
71255,100,Alternative Hip-Hop,21.0
71276,25,Punk,12.0
71276,53,Noise-Rock,45.0
71303,89,Post-Punk,25.0
71304,89,Post-Punk,25.0
71371,25,Punk,12.0
71372,25,Punk,12.0
71420,182,House,15.0
71503,240,Chiptune,297.0
71503,297,Chip Music,15.0
71506,240,Chiptune,297.0
71506,297,Chip Music,15.0
71507,240,Chiptune,297.0
71507,297,Chip Music,15.0
71508,240,Chiptune,297.0
71508,297,Chip Music,15.0
71509,240,Chiptune,297.0
71509,297,Chip Music,15.0
71510,240,Chiptune,297.0
71510,297,Chip Music,15.0
71511,240,Chiptune,297.0
71511,297,Chip Music,15.0
71512,240,Chiptune,297.0
71512,297,Chip Music,15.0
71513,240,Chiptune,297.0
71513,297,Chip Music,15.0
71514,240,Chiptune,297.0
71514,297,Chip Music,15.0
71515,240,Chiptune,297.0
71515,297,Chip Music,15.0
71516,240,Chiptune,297.0
71516,297,Chip Music,15.0
71617,31,Metal,12.0
71620,31,Metal,12.0
71622,31,Metal,12.0
71711,25,Punk,12.0
71711,53,Noise-Rock,45.0
71714,25,Punk,12.0
71714,64,Electro-Punk,25.0
71715,25,Punk,12.0
71715,66,Indie-Rock,12.0
71719,85,Garage,12.0
71719,90,Sludge,53.0
71719,314,Goth,12.0
71721,25,Punk,12.0
71721,66,Indie-Rock,12.0
71721,85,Garage,12.0
71722,33,Psych-Folk,17.0
71722,94,Freak-Folk,17.0
71722,103,Singer-Songwriter,17.0
71884,47,Drone,38.0
71885,47,Drone,38.0
71937,314,Goth,12.0
71938,314,Goth,12.0
72067,182,House,15.0
72067,297,Chip Music,15.0
72067,468,Dubstep,15.0
72068,182,House,15.0
72068,297,Chip Music,15.0
72068,468,Dubstep,15.0
72069,182,House,15.0
72069,297,Chip Music,15.0
72069,468,Dubstep,15.0
72070,182,House,15.0
72070,297,Chip Music,15.0
72070,468,Dubstep,15.0
72071,182,House,15.0
72071,297,Chip Music,15.0
72071,468,Dubstep,15.0
72072,182,House,15.0
72072,297,Chip Music,15.0
72072,468,Dubstep,15.0
72073,182,House,15.0
72073,297,Chip Music,15.0
72073,468,Dubstep,15.0
72074,182,House,15.0
72074,297,Chip Music,15.0
72074,468,Dubstep,15.0
72075,182,House,15.0
72075,297,Chip Music,15.0
72075,468,Dubstep,15.0
72076,182,House,15.0
72076,297,Chip Music,15.0
72076,468,Dubstep,15.0
72146,1,Avant-Garde,38.0
72146,32,Noise,38.0
72146,250,Improv,38.0
72149,1,Avant-Garde,38.0
72149,32,Noise,38.0
72149,250,Improv,38.0
72200,495,Downtempo,15.0
72206,296,Dance,15.0
72206,695,Jungle,15.0
72210,181,Techno,15.0
